Scheme Name	Net Asset Value
Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Growth Option	62.4080
Nippon India Corporate Bond Fund - Growth Plan - Bonus Option	42.4981
Nippon India Corporate Bond Fund - Growth Plan - Growth Option	59.5051
NIPPON INDIA CORPORATE BOND FUND - IDCW Option	19.0638
NIPPON INDIA CORPORATE BOND FUND - MONTHLY IDCW Option	11.6102
NIPPON INDIA CORPORATE BOND FUND - QUARTERLY IDCW Option	12.2131
NIPPON INDIA CORPORATE BOND FUND - WEEKLY IDCW Option	17.0618
PGIM India Corporate Bond Fund - Annual Dividend	10.4092
PGIM India Corporate Bond Fund - Direct Plan - Annual Dividend	15.9768
PGIM India Corporate Bond Fund - Direct Plan - Growth	47.6421
PGIM India Corporate Bond Fund - Direct Plan - Monthly Dividend	15.0276
PGIM India Corporate Bond Fund - Direct Plan - Quarterly Dividend	13.2063
PGIM India Corporate Bond Fund - Growth	42.8173
PGIM India Corporate Bond Fund - Monthly Dividend	12.916
PGIM India Corporate Bond Fund - Premium Plus Plan - Growth	21.588
PGIM India Corporate Bond Fund - Quarterly Dividend	11.6077
PGIM India Premier Bond Fund - Annual Bonus	24.9334
PGIM India Premier Bond Fund - Bonus	15.2260
PGIM India Premier Bond Fund - Direct Plan - Half-Yearly Bonus	13.2164
PGIM India Premier Bond Fund - Half-Yearly Bonus	13.5688
SBI Corporate Bond Fund - Direct Plan - Growth	15.8300
SBI Corporate Bond Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	14.9419
SBI Corporate Bond Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW)	15.3890
SBI Corporate Bond Fund - Regular Plan - Growth	15.3747
SBI Corporate Bond Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	14.5098
SBI Corporate Bond Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW)	14.9382
Sundaram Banking and PSU Debt Fund Direct Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	13.0091
Sundaram Corporate Bond Fund Direct Plan - Annual Income Distribution cum Capital Withdrawal (IDCW)	18.3191
Sundaram Corporate Bond Fund Direct Plan - Growth	41.1731
Sundaram Corporate Bond Fund Direct Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW)	17.5688
Sundaram Corporate Bond Fund Direct Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW)	17.9672
Sundaram Corporate Bond Fund Direct Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW)	20.0540
Sundaram Corporate Bond Fund Regular Plan - Annual Income Distribution cum Capital Withdrawal (IDCW)	17.7573
Sundaram Corporate Bond Fund Regular Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW)	17.4350
Sundaram Corporate Bond Fund Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW)	16.9593
Sundaram Corporate Bond Fund Regular Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW)	19.4343
Sundaram Corporate Bond Fund Regular Plan- Growth	39.8272
Tata Corporate Bond Fund-Direct Plan-Growth	12.5421
Tata Corporate Bond Fund-Direct Plan-IDCW Monthly Payout	12.5421
Tata Corporate Bond Fund-Direct Plan-IDCW Monthly Reinvestment	12.5421
Tata Corporate Bond Fund-Direct Plan-IDCW Periodic Payout	12.5421
Tata Corporate Bond Fund-Direct Plan-IDCW Periodic Reinvestment	12.5421
Tata Corporate Bond Fund-Direct Plan-IDCW Quarterly Payout	12.5421
Tata Corporate Bond Fund-Direct Plan-IDCW Quarterly Reinvestment	12.5421
Tata Corporate Bond Fund-Regular Plan-Growth	12.2986
Tata Corporate Bond Fund-Regular Plan-IDCW Monthly Payout	12.2986
Tata Corporate Bond Fund-Regular Plan-IDCW Monthly Reinvestment	12.2986
Tata Corporate Bond Fund-Regular Plan-IDCW Periodic Payout	12.2986
Tata Corporate Bond Fund-Regular Plan-IDCW Periodic Reinvestment	12.2986
Tata Corporate Bond Fund-Regular Plan-IDCW Quarterly Payout	12.2986
Tata Corporate Bond Fund-Regular Plan-IDCW Quarterly Reinvestment	12.2986
TRUSTMF CORPORATE BOND FUND-DIRECT PLAN-GROWTH	1190.5642
TRUSTMF CORPORATE BOND FUND-DIRECT PLAN-MONTHLY IDCW	1150.3681
TRUSTMF CORPORATE BOND FUND-REGULAR PLAN-GROWTH	1179.6562
TRUSTMF CORPORATE BOND FUND-REGULAR PLAN-MONTHLY IDCW	1137.9047
Union Corporate Bond Fund - Direct Plan - Growth Option	15.4747
Union Corporate Bond Fund - Direct Plan - IDCW Option	15.4747
Union Corporate Bond Fund - Regular Plan - Growth Option	15.1358
Union Corporate Bond Fund - Regular Plan - IDCW Option	15.1358
UTI - Bond Fund ( Segregated - 17022020) - Regular Plan - Growth Option	6.8146
UTI - Bond Fund (Segregated - 17022020) - Direct Plan - Growth Option	7.3484
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Annual IDCW	1.504
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Flexi IDCW	1.4941
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Half-Yearly IDCW	1.4429
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Quarterly IDCW	2.3467
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Annual IDCW	1.4416
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Flexi IDCW	1.4408
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Half-Yearly IDCW	1.4131
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Quarterly IDCW	1.8744
UTI Corporate Bond Fund - Direct Plan - Annual IDCW	13.3068
UTI Corporate Bond Fund - Direct Plan - Flexi IDCW	14.6376
UTI Corporate Bond Fund - Direct Plan - Growth Option	16.6076
UTI Corporate Bond Fund - Direct Plan - Half-Yearly IDCW	14.1907
UTI Corporate Bond Fund - Direct Plan - Quarterly IDCW	14.525
UTI Corporate Bond Fund - Regular Plan - Annual IDCW	12.9914
UTI Corporate Bond Fund - Regular Plan - Flexi IDCW	14.3184
UTI Corporate Bond Fund - Regular Plan - Growth Option	16.2608
UTI Corporate Bond Fund - Regular Plan - Half-Yearly IDCW	13.7391
UTI Corporate Bond Fund - Regular Plan - Quarterly IDCW	14.1397
Aditya Birla Sun Life Credit Risk Fund - Direct - IDCW	13.323
Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Bonus	24.0848
Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Growth	24.0856
Aditya Birla Sun Life Credit Risk Fund - Regular - IDCW	12.1969
Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Bonus	17.7004
Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Growth	22.0068
Axis Credit Risk Fund - Direct Plan - Growth	23.6410
Axis Credit Risk Fund - Direct Plan - Monthly IDCW	10.1456
Axis Credit Risk Fund - Direct Plan - Weekly IDCW	10.2788
Axis Credit Risk Fund - Regular Plan - Growth	21.1636
Axis Credit Risk Fund - Regular Plan - Monthly IDCW	10.1499
Axis Credit Risk Fund - Regular Plan - Weekly IDCW	10.1518
BANDHAN CREDIT RISK FUND - DIRECT PLAN HALF YEARLY IDCW	10.4517
BANDHAN Credit Risk Fund - Regular Plan Annual IDCW	10.3582
BANDHAN Credit Risk Fund - Regular Plan Growth	16.3084
BANDHAN Credit Risk Fund - Regular Plan Half Yearly IDCW	10.2872
BANDHAN Credit Risk Fund - Regular Plan Periodic IDCW	12.6642
BANDHAN Credit Risk Fund - Regular Plan Quarterly IDCW	10.6264
BANDHAN Credit Risk Fund-Direct Plan-Annual IDCW	10.4346
BANDHAN Credit Risk Fund-Direct Plan-Growth	17.6755
BANDHAN Credit Risk Fund-Direct Plan-Periodic IDCW	12.9118
BANDHAN Credit Risk Fund-Direct Plan-Quarterly IDCW	10.8206
BANK OF INDIA Credit Risk  Fund - Direct Plan	12.3854
BANK OF INDIA Credit Risk Fund - Regular Plan	12.0963
Baroda BNP Paribas Credit Risk fund - Regular-Quarterly- IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Regular-Quarterly IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk fund - Regular-Weekly-IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Regular-Weekly IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit risk fund -Defunct -Growth option -Seg-Portfolio 2 (erstwhile BBNPP Medium Duration Fund-Defunct Growth Option Seg.Portfolio1)	0.0000
Baroda BNP Paribas Credit Risk fund -Defunct -Monthly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Defunct-Monthly IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk fund -Defunct -Weekly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Defunct-Weekly IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk fund -Direct - Growth option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Direct-Growth option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk fund -Direct -Monthly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Direct-Monthly IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk fund -Direct -Quarterly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Direct-Quarterly IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk fund -Direct -Weekly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Direct-weekly IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk Fund -Direct- Monthly IDCW	14.3323
Baroda BNP Paribas Credit Risk Fund -Direct- Quarterly IDCW	12.8101
Baroda BNP Paribas Credit Risk fund -Direct-Daily IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Direct-daily-IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk Fund -Direct-Growth Option	24.1368
Baroda BNP Paribas Credit Risk fund -Regular -Daily-IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Regular-Daily-IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk fund -Regular -Monthly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Regular-Monthly IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk fund -Regular-Growth -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Regular Growth Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk Fund -Regular-Growth Option	21.9532
Baroda BNP Paribas Credit Risk Fund -Regular-Monthly IDCW	11.3062
Baroda BNP Paribas Credit Risk Fund -Regular-Quarterly IDCW	11.8245
Baroda BNP Paribas Credit Risk Fund- Direct - Bonus Option- Segregated Portfolio- 1	0
Baroda BNP Paribas Credit Risk Fund- Direct- Growth Option- Segregated Portfolio- 1	0.0000
Baroda BNP Paribas Credit Risk Fund- Direct- Monthly IDCW Option- Segregated Portfolio- 1	0.0000
Baroda BNP Paribas Credit Risk Fund- Regular- Bonus Option- Segregated Portfolio- 1	0
Baroda BNP Paribas Credit Risk Fund- Regular- Growth Option- Segregated Portfolio- 1	0.0000
Baroda BNP Paribas Credit Risk Fund- Regular- Monthly IDCW Option- Segregated Portfolio- 1	0.0000
Baroda BNP Paribas Credit Risk Fund- Regular- Quarterly IDCW Option- Segregated Portfolio- 1	0.0000
Baroda BNP Paribas Credit Risk Fund-Defunct -Daily IDCW option - seg Portfolio 2 (erstwhile BBNPP Medium Duration fund Defunct Daily IDCW daily option Seg Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk Fund-Direct- Quarterly IDCW Option- Segregated Portfolio- 1	0.0000
DSP Credit Risk Fund - Direct Plan -  IDCW - Monthly	11.1858
DSP Credit Risk Fund - Direct Plan - Growth	53.2149
DSP Credit Risk Fund - Direct Plan - IDCW	11.7876
DSP Credit Risk Fund - Direct Plan - IDCW - Daily	11.1122
DSP Credit Risk Fund - Direct Plan - IDCW - Quarterly	11.5398
DSP Credit Risk Fund - Direct Plan - IDCW - Weekly	11.1235
DSP Credit Risk Fund - Regular Plan - IDCW	11.7282
DSP Credit Risk Fund - Regular Plan - IDCW - Daily	11.1118
DSP Credit Risk Fund - Regular Plan - IDCW - Monthly	11.2518
DSP Credit Risk Fund - Regular Plan - IDCW - Quarterly	11.4133
DSP Credit Risk Fund - Regular Plan - IDCW - Weekly	11.1231
DSP Credit Risk Fund - Regular Plan -Growth	48.8077
Franklin India Credit Risk Fund - Direct - Growth	25.5650
Franklin India Credit Risk Fund - Direct - IDCW	14.0105
Franklin India Credit Risk Fund - Growth	25.3348
Franklin India Credit Risk Fund - IDCW	13.5858
Franklin India Credit Risk Fund - Segregated Portfolio 3 (9.50% Yes bank Ltd CO 23Dec21) - Direct Growth Plan	0.0000
Franklin India Credit Risk Fund - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Growth Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Dividend Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Growth Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Dividend Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - IDCW	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct Growth Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Growth Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - IDCW	0.0000
Franklin India Credit Risk Fund-Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Direct IDCW	0.0000
Franklin India Credit Risk Fund-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct IDCW	0.0000
HDFC Credit Risk Debt Fund - Growth Option	23.7906
HDFC Credit Risk Debt Fund - Growth Option - Direct Plan	25.6828
HDFC Credit Risk Debt Fund - IDCW Option	21.9072
HDFC Credit Risk Debt Fund - IDCW Option - Direct Plan	22.5137
HDFC Credit Risk Debt Fund - Quarterly IDCW - Direct Plan	10.7508
HDFC Credit Risk Debt Fund - Quarterly IDCW Option	10.4157
HSBC Credit Risk Fund - Direct Annual IDCW	13.6587
HSBC Credit Risk Fund - Direct Growth	34.6469
HSBC Credit Risk Fund - Direct IDCW	12.4411
HSBC Credit Risk Fund - Regular Annual IDCW	12.6523
HSBC Credit Risk Fund - Regular Growth	31.9908
HSBC Credit Risk Fund - Regular IDCW	11.4464
HSBC Credit Risk Fund- Regular Plan - Bonus	31.485
ICICI Prudential Credit Risk Fund - Annual IDCW	10.3035
ICICI Prudential Credit Risk Fund - Bonus	15.7498
ICICI Prudential Credit Risk Fund - Direct Plan - Annual IDCW	10.4846
ICICI Prudential Credit Risk Fund - Direct Plan - Growth	34.5835
ICICI Prudential Credit Risk Fund - Direct Plan - Half Yearly IDCW	10.9750
ICICI Prudential Credit Risk Fund - Direct Plan - Quarterly IDCW	11.8176
ICICI Prudential Credit Risk Fund - Direct Plan Bonus	14.6853
ICICI Prudential Credit Risk Fund - Growth	31.4128
ICICI Prudential Credit Risk Fund - Half Yearly IDCW	10.5892
ICICI Prudential Credit Risk Fund - Quarterly IDCW	11.1503
Invesco India Credit Risk Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment)	2144.8123
Invesco India Credit Risk Fund - Direct Plan - Growth	2128.9235
Invesco India Credit Risk Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment)	1177.4487
Invesco India Credit Risk Fund - Regular Plan - Discretionary IDCW (Payout / Reinvestment)	1915.36
Invesco India Credit Risk Fund - Regular Plan - Growth	1915.9562
Invesco India Credit Risk Fund - Regular Plan - Monthly IDCW (Payout / Reinvestment)	1407.1177
Kotak Credit Risk Fund - Direct Plan - Standard Income Distribution cum capital withdrawal option	24.5628
Kotak Credit Risk Fund - Growth	29.111
Kotak Credit Risk Fund - Growth - Direct	32.7026
Kotak Credit Risk Fund - Regular Plan - Standard Income Distribution cum capital withdrawal option	12.66
Nippon India Credit Risk Fund  - Growth Plan	34.5475
Nippon India Credit Risk Fund  - Institutional Growth Plan	36.0624
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - IDCW Option	0.0000
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - QUARTERLY IDCW Option	0.0000
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - IDCW Option	0.0000
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY IDCW Option	0.0000
Nippon India Credit Risk Fund - Direct Plan - Growth Plan	37.9746
NIPPON INDIA CREDIT RISK FUND - DIRECT Plan - IDCW Option	20.5603
NIPPON INDIA CREDIT RISK FUND - DIRECT Plan - QUARTERLY IDCW Option	13.7879
NIPPON INDIA CREDIT RISK FUND - IDCW Option	18.9519
NIPPON INDIA CREDIT RISK FUND - QUARTERLY IDCW Option	13.1855
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan	0.5342
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - IDCW Option	0.2893
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - QUARTERLY IDCW Option	0.2477
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Growth Plan	0.5036
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - IDCW Option	0.2763
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Institutional Growth Plan	0.4333
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY IDCW Option	0.2405
Nippon India Credit Risk Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan	0.0000
Nippon India Credit Risk Fund - Segregated Portfolio 2 - Growth Plan	0.0000
Nippon India Credit Risk Fund - Segregated Portfolio 2 - Institutional Growth Plan	0.0000
SBI Credit Risk Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	15.4331
SBI Credit Risk Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	22.6336
SBI CREDIT RISK FUND - DIRECT PLAN -GROWTH	48.6367
SBI Credit Risk Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	14.9212
SBI CREDIT RISK FUND - REGULAR PLAN - GROWTH	45.0823
SBI Credit Risk Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	20.3810
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Flexi Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Flexi Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct  Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Flexi  Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Flexi  Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Flexi Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Flexi Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Half Yearly Dividend Option	0
